option_id,option_text_en,option_order,option_explanation_text_en,is_correct,question_id,answer_id,result_id,user_id,topic_id,legal_topic_mapping_id,option_explanation_text_en_ms,option_explanation_text_en_ne,option_explanation_text_en_bn,option_explanation_text_en_hi
258,Against the law,B,Correct - It is unlawful.,True,76,,,,10,63,Betul - ia menyalahi undang -undang.,सही - यो गैरकानूनी हो।,সঠিক - এটি বেআইনী।,सही - यह गैरकानूनी है।
259,Optional,C,Incorrect - It is unlawful.,False,76,,,,10,63,Tidak betul - ia menyalahi undang -undang.,गलत - यो गैरकानूनी छ।,ভুল - এটি বেআইনী।,गलत - यह गैरकानूनी है।
260,Company policy,D,Incorrect - It is unlawful.,False,76,,,,10,63,Tidak betul - ia menyalahi undang -undang.,गलत - यो गैरकानूनी छ।,ভুল - এটি বেআইনী।,गलत - यह गैरकानूनी है।
261,"RM5,000",A,"Incorrect - General penalty up to RM50,000.",False,77,,,,10,62,"Tidak betul - Penalti Umum sehingga RM50,000.",गलत - RM5000 सम्म सामान्य दण्ड।,"ভুল - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","गलत - RM50,000 तक सामान्य जुर्माना।"
262,"RM20,000",B,"Incorrect - General penalty up to RM50,000.",False,77,,,,10,62,"Tidak betul - Penalti Umum sehingga RM50,000.",गलत - RM5000 सम्म सामान्य दण्ड।,"ভুল - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","गलत - RM50,000 तक सामान्य जुर्माना।"
263,"RM50,000",C,"Correct - General penalty up to RM50,000.",True,77,,,,10,62,"Betul - Penalti Umum sehingga RM50,000.",सही - RM5000 सम्म सामान्य दण्ड।,"সঠিক - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","सही - RM50,000 तक सामान्य जुर्माना।"
264,"RM100,000",D,"Incorrect - General penalty up to RM50,000.",False,77,,,,10,62,"Tidak betul - Penalti Umum sehingga RM50,000.",गलत - RM5000 सम्म सामान्य दण्ड।,"ভুল - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","गलत - RM50,000 तक सामान्य जुर्माना।"
265,Yes,A,Incorrect - Workers should keep their own passport; employer retention risks coercion and is not permitted.,False,78,,,,10,63,Tidak betul - Pekerja harus menyimpan pasport mereka sendiri; Paksaan Risiko Pengekalan Majikan dan tidak dibenarkan.,गलत - मजदुरहरूले आफ्नै पासपोर्ट राख्नु पर्छ; रोजगारदाता नियमन जोखिम जबरजस्ती गर्न अनुमति छैन।,ভুল - শ্রমিকদের তাদের নিজস্ব পাসপোর্ট রাখা উচিত; নিয়োগকর্তা ধরে রাখার জবরদস্তি ঝুঁকিপূর্ণ এবং অনুমোদিত নয়।,गलत - श्रमिकों को अपना पासपोर्ट रखना चाहिए; नियोक्ता प्रतिधारण जोखिम को बढ़ाता है और अनुमति नहीं है।
266,No,B,Correct - Workers should keep their own passport; employer retention risks coercion and is not permitted.,True,78,,,,10,63,Betul - Pekerja harus menyimpan pasport mereka sendiri; Paksaan Risiko Pengekalan Majikan dan tidak dibenarkan.,सहि - कामदारहरूले आफ्नै पासपोर्ट राख्नु पर्छ; रोजगारदाता नियमन जोखिम जबरजस्ती गर्न अनुमति छैन।,সঠিক - শ্রমিকদের তাদের নিজস্ব পাসপোর্ট রাখা উচিত; নিয়োগকর্তা ধরে রাখার জবরদস্তি ঝুঁকিপূর্ণ এবং অনুমোদিত নয়।,सही - श्रमिकों को अपना पासपोर्ट रखना चाहिए; नियोक्ता प्रतिधारण जोखिम को बढ़ाता है और अनुमति नहीं है।
267,Yes,A,Incorrect - Passport should remain with the worker except when handed to proper authority.,False,79,,,,10,63,Tidak betul - Pasport harus kekal dengan pekerja kecuali apabila diserahkan kepada pihak berkuasa yang betul.,गलत - पासपोर्ट कामदारसँग रहनु पर्छ जब उचित अधिकारको साथ हस्तान्तरण हुँदैन।,ভুল - পাসপোর্ট যথাযথ কর্তৃপক্ষের হাতে দেওয়া ব্যতীত শ্রমিকের সাথে থাকা উচিত।,गलत - पासपोर्ट उचित अधिकार को सौंपने पर कार्यकर्ता के साथ रहना चाहिए।
268,No,B,Correct - Passport should remain with the worker except when handed to proper authority.,True,79,,,,10,63,Betul - Pasport harus kekal dengan pekerja kecuali apabila diserahkan kepada pihak berkuasa yang betul.,सही - पासपोर्ट कामदारसँग रहनु पर्छ जब उचित अधिकारमा हस्तान्तरण हुँदैन।,সঠিক - পাসপোর্ট যথাযথ কর্তৃপক্ষের হাতে দেওয়া ব্যতীত শ্রমিকের সাথে থাকা উচিত।,सही - पासपोर्ट उचित अधिकार को सौंपने पर कार्यकर्ता के साथ रहना चाहिए।
269,Do nothing,A,Incorrect - Seek help from NGOs/authorities; retention is illegal.,False,80,,,,10,63,Tidak betul - Dapatkan bantuan daripada NGO/Pihak Berkuasa; Pengekalan adalah haram.,गलत - NGOS / अधिकारीहरूबाट मद्दत खोज्नुहोस्; अवधारणा अवैध छ।,ভুল - এনজিও/কর্তৃপক্ষের কাছ থেকে সহায়তা নিন; ধরে রাখা অবৈধ।,गलत - गैर सरकारी संगठनों/अधिकारियों से मदद लें; अवधारण अवैध है।
270,Report to NGO/authorities,B,Correct - Seek help from NGOs/authorities; retention is illegal.,True,80,,,,10,63,Betul - Dapatkan bantuan daripada NGO/Pihak Berkuasa; Pengekalan adalah haram.,सहि - NGOS / अधिकारीहरूबाट मद्दत खोज्नुहोस्; अवधारणा अवैध छ।,সঠিক - এনজিও/কর্তৃপক্ষের কাছ থেকে সহায়তা নিন; ধরে রাখা অবৈধ।,सही - गैर सरकारी संगठनों/अधिकारियों से मदद लें; अवधारण अवैध है।
271,Pay a fee to get it back,C,Incorrect - Seek help from NGOs/authorities; retention is illegal.,False,80,,,,10,63,Tidak betul - Dapatkan bantuan daripada NGO/Pihak Berkuasa; Pengekalan adalah haram.,गलत - NGOS / अधिकारीहरूबाट मद्दत खोज्नुहोस्; अवधारणा अवैध छ।,ভুল - এনজিও/কর্তৃপক্ষের কাছ থেকে সহায়তা নিন; ধরে রাখা অবৈধ।,गलत - गैर सरकारी संगठनों/अधिकारियों से मदद लें; अवधारण अवैध है।
272,Quit immediately,D,Incorrect - Seek help from NGOs/authorities; retention is illegal.,False,80,,,,10,63,Tidak betul - Dapatkan bantuan daripada NGO/Pihak Berkuasa; Pengekalan adalah haram.,गलत - NGOS / अधिकारीहरूबाट मद्दत खोज्नुहोस्; अवधारणा अवैध छ।,ভুল - এনজিও/কর্তৃপক্ষের কাছ থেকে সহায়তা নিন; ধরে রাখা অবৈধ।,गलत - गैर सरकारी संगठनों/अधिकारियों से मदद लें; अवधारण अवैध है।
